"distal","class_i","class_j","diff","se","z","p_pair","p_fdr"
"online_withdrawal","Network_oriented_prevention","Escalation_aware_mixed",-0.205533175110338,0.0461106984823281,-4.45738585350444,8.29651889433514e-06,2.76550629811171e-05
"online_withdrawal","Network_oriented_prevention","Life_threat_protective",-0.338438216065933,0.056940068407168,-5.94376202089929,2.78553913268809e-09,2.78553913268809e-08
"online_withdrawal","Escalation_aware_mixed","Life_threat_protective",-0.132905040955595,0.0607525903232868,-2.18764402058181,0.0286955426509874,0.0349996653224993
"online_withdrawal","Network_oriented_prevention","Boundary_clarification",-0.097709161875428,0.0454312800362862,-2.15070237504616,0.0314996987902494,0.0349996653224993
"online_withdrawal","Escalation_aware_mixed","Boundary_clarification",0.10782401323491,0.050126909405145,2.15102056987864,0.0314745761359272,0.0349996653224993
"online_withdrawal","Life_threat_protective","Boundary_clarification",0.240729054190505,0.0602385418332516,3.99626297158512,6.43502493753445e-05,0.000160875623438361
"online_withdrawal","Network_oriented_prevention","Multi_action_institutional",-0.381588781399753,0.0703901830491259,-5.42105113057369,5.92496087747918e-08,2.96248043873959e-07
"online_withdrawal","Escalation_aware_mixed","Multi_action_institutional",-0.176055606289415,0.0735083921091027,-2.39504090945302,0.0166185109713144,0.027697518285524
"online_withdrawal","Life_threat_protective","Multi_action_institutional",-0.0431505653338201,0.0807431643307989,-0.534417565764891,0.593052668568539,0.593052668568539
"online_withdrawal","Boundary_clarification","Multi_action_institutional",-0.283879619524325,0.0730841186693312,-3.88428600758992,0.000102631039115897,0.000205262078231794
"digital_coharm","Network_oriented_prevention","Escalation_aware_mixed",0.0426170369669199,0.042643591880039,0.999377282448583,0.3176119605278,0.453731372182571
"digital_coharm","Network_oriented_prevention","Life_threat_protective",-0.17545036995589,0.0586173908120079,-2.99314533665577,0.00276118225199595,0.00552236450399191
"digital_coharm","Escalation_aware_mixed","Life_threat_protective",-0.21806740692281,0.0500016840457869,-4.36120124920442,1.29350322553012e-05,0.000129350322553012
"digital_coharm","Network_oriented_prevention","Boundary_clarification",0.0129586449005757,0.0469065130762402,0.276265363820866,0.782344256717864,0.860157540602603
"digital_coharm","Escalation_aware_mixed","Boundary_clarification",-0.0296583920663442,0.0355582742941571,-0.834078499451184,0.404236750031872,0.50529593753984
"digital_coharm","Life_threat_protective","Boundary_clarification",0.188409014856466,0.0536834559986115,3.50962901608531,0.000448732301843835,0.00149577433947945
"digital_coharm","Network_oriented_prevention","Multi_action_institutional",-0.188614396553082,0.0700119179577243,-2.69403270264606,0.00705932379831276,0.0117655396638546
"digital_coharm","Escalation_aware_mixed","Multi_action_institutional",-0.231231433520002,0.0629749041914805,-3.67180286319966,0.000240845438029602,0.00120422719014801
"digital_coharm","Life_threat_protective","Multi_action_institutional",-0.0131640265971918,0.0747218919400632,-0.176173625364721,0.860157540602603,0.860157540602603
"digital_coharm","Boundary_clarification","Multi_action_institutional",-0.201573041453658,0.0659362085539221,-3.05709178423283,0.00223495829333364,0.00552236450399191
"q42_police","Network_oriented_prevention","Escalation_aware_mixed",0.0567194536245685,0.0663019160878325,0.855472314697969,0.392289724771632,0.43587747196848
"q42_police","Network_oriented_prevention","Life_threat_protective",-0.160533133765639,0.0744605275234023,-2.15594945543711,0.031087612134957,0.0388595151686963
"q42_police","Escalation_aware_mixed","Life_threat_protective",-0.217252587390207,0.0619300155584626,-3.50803379316317,0.000451431702319427,0.000752386170532378
"q42_police","Network_oriented_prevention","Boundary_clarification",0.235908831219365,0.0628163878757211,3.75553003280128,0.00017297501610325,0.000432437540258124
"q42_police","Escalation_aware_mixed","Boundary_clarification",0.179189377594796,0.0472954041505208,3.78872706160865,0.000151421159512166,0.000432437540258124
"q42_police","Life_threat_protective","Boundary_clarification",0.396441964985004,0.0581831705556382,6.81368789632911,9.51283496419819e-12,9.51283496419819e-11
"q42_police","Network_oriented_prevention","Multi_action_institutional",-0.204367397724981,0.0846484537577909,-2.41430751127183,0.0157651505559928,0.0225216436514183
"q42_police","Escalation_aware_mixed","Multi_action_institutional",-0.26108685134955,0.0738668896840319,-3.53455861572563,0.000408456829702919,0.000752386170532378
"q42_police","Life_threat_protective","Multi_action_institutional",-0.0438342639593422,0.0812695728654846,-0.539368701148407,0.589632473036044,0.589632473036044
"q42_police","Boundary_clarification","Multi_action_institutional",-0.440276228944346,0.0707550132529702,-6.22254464669843,4.89155604910252e-10,2.44577802455126e-09
"role_police_top2","Network_oriented_prevention","Escalation_aware_mixed",0.0884896385482168,0.0696567257406968,1.27036747144313,0.203953764542169,0.254942205677711
"role_police_top2","Network_oriented_prevention","Life_threat_protective",-0.0138400209063367,0.0763038421225981,-0.181380393455152,0.856069007384055,0.856069007384055
"role_police_top2","Escalation_aware_mixed","Life_threat_protective",-0.102329659454553,0.0632526650750445,-1.61779206193363,0.105707417695786,0.211414835391573
"role_police_top2","Network_oriented_prevention","Boundary_clarification",-0.0952298096989422,0.0744163081782224,-1.27969005759964,0.200654162681888,0.254942205677711
"role_police_top2","Escalation_aware_mixed","Boundary_clarification",-0.183719448247159,0.06096236740237,-3.01365344023724,0.00258122476629974,0.0129061238314987
"role_police_top2","Life_threat_protective","Boundary_clarification",-0.0813897887926055,0.0684589447848655,-1.18888465266848,0.234485060232987,0.26053895581443
"role_police_top2","Network_oriented_prevention","Multi_action_institutional",0.192036990746877,0.0812108746228756,2.3646708847633,0.0180460998300476,0.0451152495751189
"role_police_top2","Escalation_aware_mixed","Multi_action_institutional",0.10354735219866,0.0690929046533564,1.4986683903096,0.133959680923897,0.223266134873162
"role_police_top2","Life_threat_protective","Multi_action_institutional",0.205877011653214,0.0757894871020613,2.71643231172644,0.00659896874035759,0.0219965624678586
"role_police_top2","Boundary_clarification","Multi_action_institutional",0.287266800445819,0.0738888148192899,3.88782525675082,0.000101146400032448,0.00101146400032448
"support_awareness","Network_oriented_prevention","Escalation_aware_mixed",-0.0139255195568704,0.305685075221769,-0.0455551176215184,0.963664842954618,0.963664842954618
"support_awareness","Network_oriented_prevention","Life_threat_protective",-0.324529375774986,0.336487379863043,-0.964462250878698,0.334814225372873,0.418517781716091
"support_awareness","Escalation_aware_mixed","Life_threat_protective",-0.310603856218115,0.299670298086828,-1.03648529133881,0.299975797909728,0.418517781716091
"support_awareness","Network_oriented_prevention","Boundary_clarification",-0.347472585931681,0.331417891961792,-1.0484424479163,0.294434805166874,0.418517781716091
"support_awareness","Escalation_aware_mixed","Boundary_clarification",-0.33354706637481,0.293966579496294,-1.13464281193575,0.256525007596301,0.418517781716091
"support_awareness","Life_threat_protective","Boundary_clarification",-0.0229432101566949,0.325878415140537,-0.0704042031958467,0.94387194588588,0.963664842954618
"support_awareness","Network_oriented_prevention","Multi_action_institutional",-1.53867219504809,0.360143107188799,-4.27239106992395,1.93388030933495e-05,9.66940154667473e-05
"support_awareness","Escalation_aware_mixed","Multi_action_institutional",-1.52474667549122,0.326008571059037,-4.67701407523761,2.91082285097666e-06,2.91082285097666e-05
"support_awareness","Life_threat_protective","Multi_action_institutional",-1.2141428192731,0.355052080683543,-3.41961893853895,0.000627089119846103,0.00167859032778828
"support_awareness","Boundary_clarification","Multi_action_institutional",-1.19119960911641,0.350251398716715,-3.40098458844373,0.000671436131115311,0.00167859032778828
"seoul_policy_awareness","Network_oriented_prevention","Escalation_aware_mixed",-0.320153721224588,0.225614373076105,-1.41903069764351,0.1558900666119,0.173211185124333
"seoul_policy_awareness","Network_oriented_prevention","Life_threat_protective",-0.851696254383467,0.262459010436603,-3.2450638786097,0.0011742427947945,0.00293560698698625
"seoul_policy_awareness","Escalation_aware_mixed","Life_threat_protective",-0.531542533158879,0.243743161795033,-2.18074849462181,0.0292020240206954,0.0486700400344923
"seoul_policy_awareness","Network_oriented_prevention","Boundary_clarification",-0.377368263415179,0.243719359497616,-1.54837212847209,0.121532727647322,0.151915909559153
"seoul_policy_awareness","Escalation_aware_mixed","Boundary_clarification",-0.057214542190591,0.223439304860195,-0.256063015530727,0.797902179433534,0.797902179433534
"seoul_policy_awareness","Life_threat_protective","Boundary_clarification",0.474327990968288,0.260591653314615,1.82019640665785,0.0687291001453596,0.0981844287790851
"seoul_policy_awareness","Network_oriented_prevention","Multi_action_institutional",-1.60694990713408,0.311295230453485,-5.16214111213054,2.44141133753928e-07,2.44141133753928e-06
"seoul_policy_awareness","Escalation_aware_mixed","Multi_action_institutional",-1.2867961859095,0.295686856768384,-4.35188834557318,1.34969996421486e-05,6.74849982107428e-05
"seoul_policy_awareness","Life_threat_protective","Multi_action_institutional",-0.755253652750618,0.324674612629944,-2.32618635203066,0.0200086114329303,0.0400172228658606
"seoul_policy_awareness","Boundary_clarification","Multi_action_institutional",-1.22958164371891,0.309722453369096,-3.96994673890697,7.1888699741951e-05,0.000239628999139837
"freq_ord","Network_oriented_prevention","Escalation_aware_mixed",-0.362705872710415,0.118819830226155,-3.05257019825784,0.0022689065547723,0.0113445327738615
"freq_ord","Network_oriented_prevention","Life_threat_protective",-0.416701401342191,0.128563922670104,-3.24120011810352,0.00119027594073962,0.0113445327738615
"freq_ord","Escalation_aware_mixed","Life_threat_protective",-0.0539955286317761,0.11927097282521,-0.452713073036687,0.650755364715498,0.723061516350553
"freq_ord","Network_oriented_prevention","Boundary_clarification",-0.10854365843912,0.120592134534592,-0.900089038626184,0.368072868861875,0.525818384088393
"freq_ord","Escalation_aware_mixed","Boundary_clarification",0.254162214271295,0.110631576224678,2.29737497145594,0.0215973882909952,0.0539934707274881
"freq_ord","Life_threat_protective","Boundary_clarification",0.308157742903072,0.121036671365784,2.54598659584573,0.0108969372558829,0.0363231241862764
"freq_ord","Network_oriented_prevention","Multi_action_institutional",-0.323399299027591,0.158978008383887,-2.03423921531758,0.0419274824449378,0.0838549648898756
"freq_ord","Escalation_aware_mixed","Multi_action_institutional",0.039306573682824,0.151561505323928,0.259344043850813,0.795369799465288,0.795369799465288
"freq_ord","Life_threat_protective","Multi_action_institutional",0.0933021023146001,0.159315473364665,0.58564369388676,0.55811497936041,0.697643724200512
"freq_ord","Boundary_clarification","Multi_action_institutional",-0.214855640588471,0.152954897772814,-1.40469931801465,0.160110708661234,0.266851181102056
"severe_coharm","Network_oriented_prevention","Escalation_aware_mixed",-0.201679731514477,0.0683029348895663,-2.95272424004265,0.00314983204129726,0.00449976005899609
"severe_coharm","Network_oriented_prevention","Life_threat_protective",-0.408144755806395,0.069887828427478,-5.83999767899389,5.22015497494976e-09,1.74005165831659e-08
"severe_coharm","Escalation_aware_mixed","Life_threat_protective",-0.206465024291917,0.0585756492617759,-3.52475861375809,0.000423868844654729,0.000706448074424548
"severe_coharm","Network_oriented_prevention","Boundary_clarification",-0.0548314037040035,0.072160483600147,-0.75985360641197,0.447342095750677,0.447342095750677
"severe_coharm","Escalation_aware_mixed","Boundary_clarification",0.146848327810474,0.0612693521879992,2.39676645119217,0.0165404626339458,0.0206755782924323
"severe_coharm","Life_threat_protective","Boundary_clarification",0.353313352102391,0.0630313506543953,5.60535905441134,2.07823682707442e-08,5.19559206768605e-08
"severe_coharm","Network_oriented_prevention","Multi_action_institutional",-0.485855185676173,0.0730432796139048,-6.65160694103998,2.89910317974318e-11,2.89910317974318e-10
"severe_coharm","Escalation_aware_mixed","Multi_action_institutional",-0.284175454161696,0.0623066514979346,-4.56091680951778,5.09307573937079e-06,1.01861514787416e-05
"severe_coharm","Life_threat_protective","Multi_action_institutional",-0.0777104298697787,0.0640401160887872,-1.2134648500955,0.22495214531173,0.249946828124144
"severe_coharm","Boundary_clarification","Multi_action_institutional",-0.43102378197217,0.0665128807056485,-6.48030542955518,9.15372222465294e-11,4.57686111232647e-10
"intimate","Network_oriented_prevention","Escalation_aware_mixed",-0.178021581916489,0.0695562873890089,-2.55938878567316,0.0104856400425917,0.0262141001064792
"intimate","Network_oriented_prevention","Life_threat_protective",-0.272722806047573,0.0727504897381762,-3.7487418576711,0.000177723897561322,0.000888619487806608
"intimate","Escalation_aware_mixed","Life_threat_protective",-0.0947012241310841,0.0587972025568877,-1.61064166342707,0.107257847396034,0.14092133502667
"intimate","Network_oriented_prevention","Boundary_clarification",-0.320284479454633,0.0697687632376688,-4.59065725966184,4.41852396293463e-06,4.41852396293463e-05
"intimate","Escalation_aware_mixed","Boundary_clarification",-0.142262897538144,0.0550650306009638,-2.58354342103378,0.0097791156695104,0.0262141001064792
"intimate","Life_threat_protective","Boundary_clarification",-0.0475616734070595,0.0590484058793052,-0.805469219681822,0.420548961616434,0.46727662401826
"intimate","Network_oriented_prevention","Multi_action_institutional",-0.135934624393428,0.0857085608251055,-1.58600988144944,0.112737068021336,0.14092133502667
"intimate","Escalation_aware_mixed","Multi_action_institutional",0.042086957523061,0.0742323020664319,0.566962849749649,0.570739421998056,0.570739421998056
"intimate","Life_threat_protective","Multi_action_institutional",0.136788181654145,0.0772333562127407,1.77110238842087,0.0765436769232457,0.127572794872076
"intimate","Boundary_clarification","Multi_action_institutional",0.184349855061205,0.074431430716153,2.47677430471852,0.0132575707139351,0.0265151414278701
"fear","Network_oriented_prevention","Escalation_aware_mixed",0.0784075821632069,0.104744882161206,0.748557643537517,0.454123869527455,0.504582077252728
"fear","Network_oriented_prevention","Life_threat_protective",-0.104961034470186,0.112135508577873,-0.936019605219828,0.349263093651258,0.436578867064072
"fear","Escalation_aware_mixed","Life_threat_protective",-0.183368616633393,0.0915843902448838,-2.00218198912599,0.0452651620422528,0.0754419367370881
"fear","Network_oriented_prevention","Boundary_clarification",-0.126837488013899,0.109380556948608,-1.15959811827885,0.246212467483183,0.351732096404547
"fear","Escalation_aware_mixed","Boundary_clarification",-0.205245070177106,0.0881897640936669,-2.32731170432788,0.019948681279244,0.039897362558488
"fear","Life_threat_protective","Boundary_clarification",-0.0218764535437135,0.0968520337212911,-0.225875004407929,0.821298639043788,0.821298639043788
"fear","Network_oriented_prevention","Multi_action_institutional",-0.421667006833798,0.126084407944683,-3.34432316975146,0.000824835933182611,0.00412417966591305
"fear","Escalation_aware_mixed","Multi_action_institutional",-0.500074588997005,0.108215554239074,-4.62109714738622,3.81715966368823e-06,3.81715966368823e-05
"fear","Life_threat_protective","Multi_action_institutional",-0.316705972363613,0.115384089563178,-2.74479760218762,0.00605482275834612,0.0201827425278204
"fear","Boundary_clarification","Multi_action_institutional",-0.294829518819899,0.112708571451744,-2.61585711736333,0.00890037935934473,0.0222509483983618
"crime_denial","Network_oriented_prevention","Escalation_aware_mixed",-0.746474147604548,0.10543768654175,-7.07976599343317,1.44395606582748e-12,7.21978032913739e-12
"crime_denial","Network_oriented_prevention","Life_threat_protective",-1.09258139791475,0.135569995736661,-8.05916819557217,6.66133814775094e-16,6.66133814775094e-15
"crime_denial","Escalation_aware_mixed","Life_threat_protective",-0.346107250310203,0.144660066287661,-2.39255559044165,0.016731493267909,0.0209143665848863
"crime_denial","Network_oriented_prevention","Boundary_clarification",-0.345462906638961,0.117689804543495,-2.93536817381056,0.00333152136379722,0.00475931623399603
"crime_denial","Escalation_aware_mixed","Boundary_clarification",0.401011240965586,0.128055461140079,3.13154345308961,0.00173890051199255,0.00289816751998758
"crime_denial","Life_threat_protective","Boundary_clarification",0.747118491275789,0.153819111714248,4.85712394870491,1.19103043716429e-06,2.97757609291072e-06
"crime_denial","Network_oriented_prevention","Multi_action_institutional",-0.19352096370682,0.152537754102957,-1.26867584254716,0.204556701889058,0.227285224321176
"crime_denial","Escalation_aware_mixed","Multi_action_institutional",0.552953183897727,0.160670711273357,3.44153069041289,0.000578432850150135,0.00115686570030027
"crime_denial","Life_threat_protective","Multi_action_institutional",0.89906043420793,0.181871370649282,4.94338625699185,7.67771525245209e-07,2.55923841748403e-06
"crime_denial","Boundary_clarification","Multi_action_institutional",0.151941942932141,0.168964084382736,0.899255859534997,0.368516392898788,0.368516392898788
